Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
1060269-96.2025.8.14.4403,PA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14314.86,12456.55,1,0,0,0,1,0
2494253-23.2025.8.14.5437,PA,Não reconhece operação,Genérico,Êxito,Improcedência,16432.01,0.0,1,1,1,1,0,1
5458793-30.2025.8.07.4234,DF,Não reconhece operação,Genérico,Êxito,Improcedência,13389.71,0.0,1,1,1,0,1,0
9330429-14.2025.8.18.2976,PI,Não reconhece operação,Golpe,Êxito,Improcedência,21010.67,0.0,1,1,0,1,1,0
2667470-51.2025.8.03.8778,AP,Não reconhece operação,Golpe,Êxito,Extinção,16431.11,0.0,1,1,1,1,0,1
7143447-21.2025.8.26.9964,SP,Não reconhece operação,Golpe,Êxito,Extinção,15353.43,0.0,1,1,0,1,1,1
3852037-30.2025.8.21.7067,RS,Não reconhece operação,Golpe,Êxito,Improcedência,16258.64,0.0,1,1,1,0,1,1
2771640-98.2025.8.03.5256,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18578.44,17581.45,1,0,1,0,1,0
7102541-14.2025.8.23.1725,RR,Não reconhece operação,Genérico,Êxito,Extinção,16163.64,0.0,1,1,1,1,1,0
1129588-53.2025.8.03.4827,AP,Não reconhece operação,Golpe,Êxito,Improcedência,6103.19,0.0,1,1,1,0,1,0
9496092-61.2025.8.20.1811,RN,Não reconhece operação,Genérico,Êxito,Improcedência,20328.23,0.0,1,1,1,1,1,1
9387343-22.2025.8.04.0700,AM,Não reconhece operação,Golpe,Êxito,Improcedência,15569.42,0.0,1,1,0,1,1,1
5716379-62.2025.8.14.4187,PA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18342.65,14514.58,1,0,0,0,0,1
9557562-38.2025.8.16.8331,PR,Não reconhece operação,Golpe,Êxito,Improcedência,12990.29,0.0,1,1,0,1,0,1
7187921-77.2025.8.20.9054,RN,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,6018.79,3211.58,0,1,1,0,1,1
9347415-67.2025.8.12.2864,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,3799.96,2493.21,0,1,0,1,0,0
7553515-12.2025.8.25.7953,SE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10348.33,8194.71,1,0,1,0,0,1
7922675-23.2025.8.22.9614,RO,Não reconhece operação,Genérico,Êxito,Improcedência,17520.47,0.0,1,1,0,1,1,1
6633736-55.2025.8.06.3419,CE,Não reconhece operação,Genérico,Êxito,Extinção,21350.73,0.0,1,0,0,1,1,1
3116498-96.2025.8.19.8907,RJ,Não reconhece operação,Genérico,Êxito,Extinção,16463.92,0.0,1,1,1,1,1,1
6022373-44.2025.8.20.8223,RN,Não reconhece operação,Golpe,Êxito,Improcedência,9819.09,0.0,1,0,1,0,1,1
7331005-56.2025.8.10.7537,MA,Não reconhece operação,Golpe,Não Êxito,Procedência,11134.62,6044.72,1,1,0,1,1,0
3916287-18.2025.8.20.7962,RN,Não reconhece operação,Golpe,Êxito,Extinção,21659.33,0.0,1,1,0,1,1,0
3099471-60.2025.8.25.3442,SE,Não reconhece operação,Golpe,Êxito,Improcedência,8550.41,0.0,1,1,1,1,1,1
1134047-48.2025.8.21.2451,RS,Não reconhece operação,Golpe,Êxito,Improcedência,25295.25,0.0,1,1,0,1,1,0
5414246-97.2025.8.22.3507,RO,Não reconhece operação,Golpe,Êxito,Improcedência,24187.6,0.0,1,0,1,1,1,1
4330224-87.2025.8.16.9659,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,25456.92,19007.46,1,0,1,0,1,1
3753187-56.2025.8.08.1428,ES,Não reconhece operação,Golpe,Êxito,Improcedência,16850.23,0.0,1,1,0,1,1,1
9784730-72.2025.8.23.4039,RR,Não reconhece operação,Golpe,Êxito,Improcedência,13306.39,0.0,1,0,0,1,0,1
8937022-56.2025.8.10.7132,MA,Não reconhece operação,Golpe,Êxito,Improcedência,16730.73,0.0,1,1,1,1,1,1
2018731-64.2025.8.15.8038,PB,Não reconhece operação,Golpe,Êxito,Improcedência,19440.47,0.0,1,1,1,1,1,1
5360948-52.2025.8.09.2475,GO,Não reconhece operação,Golpe,Êxito,Extinção,11788.94,0.0,1,1,1,1,1,1
8640988-64.2025.8.09.1335,GO,Não reconhece operação,Golpe,Êxito,Improcedência,9578.77,0.0,1,1,1,1,1,1
8669835-79.2025.8.05.5873,BA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13588.96,10287.46,0,1,1,1,0,1
5235080-71.2025.8.26.7088,SP,Não reconhece operação,Golpe,Êxito,Improcedência,11192.61,0.0,1,1,1,0,1,1
2617502-96.2025.8.03.6711,AP,Não reconhece operação,Genérico,Êxito,Improcedência,21071.02,0.0,1,1,0,1,0,0
8348435-62.2025.8.04.4328,AM,Não reconhece operação,Golpe,Êxito,Extinção,11957.47,0.0,1,1,1,0,0,1
2103151-69.2025.8.26.4720,SP,Não reconhece operação,Golpe,Êxito,Improcedência,15451.49,0.0,0,0,1,1,1,1
7666681-78.2025.8.15.9187,PB,Não reconhece operação,Genérico,Êxito,Improcedência,19805.81,0.0,0,1,1,0,1,1
4701028-37.2025.8.12.7902,MS,Não reconhece operação,Golpe,Êxito,Improcedência,21262.17,0.0,0,1,1,0,1,1
3946452-79.2025.8.20.1901,RN,Não reconhece operação,Genérico,Êxito,Extinção,16005.56,0.0,1,1,1,1,1,1
7336118-29.2025.8.13.5598,MG,Não reconhece operação,Genérico,Êxito,Improcedência,16867.87,0.0,1,1,1,1,1,1
9428278-71.2025.8.03.6100,AP,Não reconhece operação,Golpe,Êxito,Improcedência,9991.99,0.0,1,1,1,1,1,1
2340481-89.2025.8.20.8749,RN,Não reconhece operação,Golpe,Êxito,Improcedência,20002.16,0.0,1,1,1,0,1,0
3525624-59.2025.8.05.7255,BA,Não reconhece operação,Genérico,Êxito,Improcedência,21182.09,0.0,1,1,1,1,1,1
5142185-14.2025.8.15.9057,PB,Não reconhece operação,Genérico,Êxito,Improcedência,5804.68,0.0,1,1,0,1,1,1
2646203-31.2025.8.26.1351,SP,Não reconhece operação,Golpe,Êxito,Improcedência,23632.68,0.0,1,0,1,1,1,1
6018050-92.2025.8.26.5463,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11544.17,5171.63,0,0,1,1,1,0
7884062-96.2025.8.10.2375,MA,Não reconhece operação,Golpe,Êxito,Improcedência,17899.95,0.0,1,1,1,1,1,1
5159600-67.2025.8.23.8409,RR,Não reconhece operação,Golpe,Êxito,Improcedência,15362.78,0.0,1,0,1,1,1,0
2069368-76.2025.8.18.3618,PI,Não reconhece operação,Genérico,Êxito,Improcedência,14685.94,0.0,1,0,1,0,1,1
1186655-86.2025.8.11.3652,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13968.84,11256.12,0,1,0,0,1,1
6847059-21.2025.8.03.5445,AP,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,10111.85,9985.25,0,1,1,1,0,1
3350494-66.2025.8.13.9076,MG,Não reconhece operação,Genérico,Êxito,Improcedência,17552.53,0.0,1,1,1,1,1,1
9396792-11.2025.8.16.2737,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13578.62,13057.83,0,1,1,0,1,1
6629861-49.2025.8.27.7777,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8557.07,4879.88,0,1,1,0,1,1
5341020-61.2025.8.01.4290,AC,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,9903.59,4618.34,0,0,0,0,1,1
9941381-94.2025.8.20.9445,RN,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,8640.37,2897.94,0,1,1,0,1,1
3057561-74.2025.8.21.3323,RS,Não reconhece operação,Genérico,Êxito,Extinção,12408.11,0.0,1,1,1,1,1,1
3757940-75.2025.8.26.1714,SP,Não reconhece operação,Golpe,Êxito,Improcedência,17362.5,0.0,0,1,1,0,1,1
2731256-38.2025.8.12.0236,MS,Não reconhece operação,Golpe,Êxito,Improcedência,11492.85,0.0,1,1,1,1,0,1
7717287-16.2025.8.03.5107,AP,Não reconhece operação,Golpe,Êxito,Extinção,19768.53,0.0,0,1,1,1,1,1
3791225-80.2025.8.08.3946,ES,Não reconhece operação,Genérico,Êxito,Improcedência,14397.23,0.0,1,0,1,1,1,1
1672920-37.2025.8.21.0685,RS,Não reconhece operação,Golpe,Não Êxito,Procedência,13562.13,7575.35,0,1,1,1,1,0
3781115-77.2025.8.24.8677,SC,Não reconhece operação,Golpe,Êxito,Improcedência,15064.46,0.0,0,1,1,1,1,1
7568674-60.2025.8.16.5594,PR,Não reconhece operação,Golpe,Êxito,Improcedência,21827.99,0.0,1,1,1,1,0,1
3283137-62.2025.8.03.2303,AP,Não reconhece operação,Golpe,Não Êxito,Acordo,8253.26,1799.99,0,1,1,0,0,1
2484995-74.2025.8.03.4562,AP,Não reconhece operação,Genérico,Êxito,Improcedência,23109.71,0.0,1,1,1,1,1,1
6505214-81.2025.8.11.6408,MT,Não reconhece operação,Golpe,Êxito,Extinção,19693.54,0.0,1,1,0,1,0,1
9626711-81.2025.8.17.3052,PE,Não reconhece operação,Golpe,Êxito,Extinção,14875.93,0.0,1,1,1,1,1,1
1740459-77.2025.8.01.2228,AC,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,20787.11,9513.42,0,1,0,1,1,0
1782471-98.2025.8.19.8755,RJ,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,13399.87,9770.87,1,0,0,1,1,1
5998369-76.2025.8.15.5052,PB,Não reconhece operação,Golpe,Êxito,Improcedência,16383.97,0.0,1,1,1,1,1,1
8678713-44.2025.8.01.9942,AC,Não reconhece operação,Golpe,Êxito,Improcedência,12325.56,0.0,1,1,1,1,1,1
7613174-19.2025.8.04.2081,AM,Não reconhece operação,Genérico,Êxito,Improcedência,19724.53,0.0,1,1,0,0,1,0
2114685-91.2025.8.11.5079,MT,Não reconhece operação,Genérico,Êxito,Extinção,11511.81,0.0,1,0,1,1,1,1
3654617-59.2025.8.20.8917,RN,Não reconhece operação,Golpe,Êxito,Extinção,14730.14,0.0,0,1,1,1,0,1
7002830-96.2025.8.21.1388,RS,Não reconhece operação,Golpe,Êxito,Improcedência,18314.62,0.0,1,1,1,0,1,1
4828354-26.2025.8.12.0383,MS,Não reconhece operação,Golpe,Êxito,Extinção,20125.49,0.0,0,1,1,1,1,1
3721733-39.2025.8.08.8933,ES,Não reconhece operação,Golpe,Êxito,Improcedência,10952.92,0.0,1,1,0,0,0,1
6426818-69.2025.8.27.0238,TO,Não reconhece operação,Genérico,Êxito,Improcedência,18677.72,0.0,0,1,0,1,1,1
6791148-32.2025.8.11.4398,MT,Não reconhece operação,Golpe,Êxito,Improcedência,10163.75,0.0,1,1,0,1,1,0
8336507-15.2025.8.09.3869,GO,Não reconhece operação,Golpe,Êxito,Extinção,4430.87,0.0,1,1,0,1,1,0
8606519-60.2025.8.12.3816,MS,Não reconhece operação,Genérico,Êxito,Improcedência,11311.57,0.0,1,1,0,1,1,1
4534220-70.2025.8.01.3962,AC,Não reconhece operação,Genérico,Êxito,Improcedência,19077.73,0.0,1,1,1,0,1,0
6090970-88.2025.8.09.4823,GO,Não reconhece operação,Genérico,Êxito,Improcedência,14922.25,0.0,1,1,0,1,1,1
2665950-27.2025.8.14.3677,PA,Não reconhece operação,Golpe,Êxito,Improcedência,12357.05,0.0,0,1,0,1,1,1
4777575-89.2025.8.25.7320,SE,Não reconhece operação,Golpe,Êxito,Improcedência,15254.42,0.0,1,1,0,1,1,0
8917864-86.2025.8.20.4414,RN,Não reconhece operação,Golpe,Êxito,Improcedência,15092.1,0.0,1,1,0,0,0,1
5763695-86.2025.8.23.7396,RR,Não reconhece operação,Golpe,Êxito,Extinção,18033.75,0.0,1,1,1,1,0,1
8395505-44.2025.8.15.1461,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,7073.8,4855.51,0,1,1,1,1,1
5276813-69.2025.8.04.7419,AM,Não reconhece operação,Golpe,Êxito,Improcedência,14479.96,0.0,1,1,0,0,0,1
6475216-33.2025.8.13.8219,MG,Não reconhece operação,Golpe,Êxito,Improcedência,15592.0,0.0,1,1,1,1,0,0
6499311-36.2025.8.27.4892,TO,Não reconhece operação,Genérico,Êxito,Extinção,8282.55,0.0,1,0,1,1,0,1
3328825-64.2025.8.02.0419,AL,Não reconhece operação,Genérico,Êxito,Improcedência,8215.26,0.0,1,0,1,1,1,1
4343954-89.2025.8.24.8637,SC,Não reconhece operação,Golpe,Êxito,Extinção,13192.63,0.0,1,1,1,1,1,1
8174750-87.2025.8.19.0290,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,15024.02,0.0,1,1,1,0,1,1
2523672-14.2025.8.08.4116,ES,Não reconhece operação,Golpe,Êxito,Improcedência,15041.3,0.0,1,1,1,1,0,1
2650881-48.2025.8.23.3195,RR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12252.28,7455.2,1,1,1,0,1,0
9274650-87.2025.8.21.2020,RS,Não reconhece operação,Golpe,Êxito,Improcedência,12051.17,0.0,1,1,1,1,0,1
5207476-70.2025.8.02.4253,AL,Não reconhece operação,Golpe,Êxito,Improcedência,13043.13,0.0,1,0,1,1,1,0
7935602-89.2025.8.04.1290,AM,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,16446.99,11637.43,0,0,1,0,1,1
4674753-81.2025.8.16.8108,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,21089.34,21055.15,1,1,0,1,1,1
9683362-18.2025.8.27.5240,TO,Não reconhece operação,Genérico,Êxito,Improcedência,4087.07,0.0,1,1,1,1,0,1
5123618-29.2025.8.01.7948,AC,Não reconhece operação,Golpe,Êxito,Improcedência,18039.16,0.0,1,1,1,1,1,1
9002934-45.2025.8.16.0045,PR,Não reconhece operação,Golpe,Êxito,Improcedência,14436.79,0.0,1,1,1,1,1,0
1918379-57.2025.8.03.2503,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,17561.83,13982.36,0,1,1,0,0,1
9370770-35.2025.8.16.7437,PR,Não reconhece operação,Golpe,Êxito,Extinção,20799.46,0.0,1,0,0,1,1,1
8811518-74.2025.8.18.4092,PI,Não reconhece operação,Golpe,Êxito,Improcedência,11276.91,0.0,1,0,1,1,1,0
6330766-79.2025.8.04.2323,AM,Não reconhece operação,Genérico,Êxito,Improcedência,19615.74,0.0,1,1,1,1,1,0
8750567-46.2025.8.19.2086,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,8828.81,0.0,1,1,0,1,0,1
5202391-81.2025.8.25.9087,SE,Não reconhece operação,Golpe,Êxito,Improcedência,15608.3,0.0,0,1,1,1,1,1
1177063-63.2025.8.24.9570,SC,Não reconhece operação,Golpe,Êxito,Improcedência,13792.2,0.0,1,1,0,0,1,1
3693102-29.2025.8.01.0781,AC,Não reconhece operação,Golpe,Êxito,Improcedência,15209.28,0.0,1,1,0,1,1,0
1622117-43.2025.8.07.0427,DF,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10129.16,6076.16,0,1,0,1,1,1
8844595-40.2025.8.07.3207,DF,Não reconhece operação,Golpe,Não Êxito,Procedência,17125.91,14614.5,0,1,0,1,1,1
4816041-96.2025.8.11.8500,MT,Não reconhece operação,Genérico,Êxito,Improcedência,22765.84,0.0,1,1,1,1,1,1
7092245-59.2025.8.03.1034,AP,Não reconhece operação,Golpe,Êxito,Extinção,10213.45,0.0,1,1,1,1,0,1
1451776-77.2025.8.24.6451,SC,Não reconhece operação,Golpe,Êxito,Improcedência,15912.75,0.0,1,1,1,1,1,1
4680060-52.2025.8.22.7772,RO,Não reconhece operação,Golpe,Êxito,Improcedência,19181.82,0.0,0,1,1,1,0,1
7680555-28.2025.8.23.6267,RR,Não reconhece operação,Genérico,Êxito,Improcedência,13526.13,0.0,1,0,1,1,0,1
6670451-18.2025.8.06.6157,CE,Não reconhece operação,Golpe,Êxito,Improcedência,21657.42,0.0,1,1,1,0,1,1
7098399-36.2025.8.01.7352,AC,Não reconhece operação,Golpe,Êxito,Extinção,12873.78,0.0,0,1,1,1,1,1
3027721-94.2025.8.25.4133,SE,Não reconhece operação,Golpe,Êxito,Extinção,14411.55,0.0,1,1,1,1,1,1
9639191-51.2025.8.08.9638,ES,Não reconhece operação,Golpe,Êxito,Improcedência,10108.95,0.0,1,1,0,1,1,1
9651951-41.2025.8.16.0184,PR,Não reconhece operação,Golpe,Êxito,Improcedência,15603.35,0.0,1,1,1,1,1,1
8601952-60.2025.8.25.6957,SE,Não reconhece operação,Genérico,Êxito,Extinção,14997.03,0.0,0,1,1,1,1,0
1730190-37.2025.8.01.3735,AC,Não reconhece operação,Golpe,Êxito,Improcedência,18102.46,0.0,1,1,1,1,1,1
7063425-50.2025.8.01.7787,AC,Não reconhece operação,Genérico,Êxito,Improcedência,11860.43,0.0,1,0,0,1,1,0
5503052-75.2025.8.01.5504,AC,Não reconhece operação,Golpe,Êxito,Improcedência,11635.75,0.0,1,1,1,1,1,0
4560308-74.2025.8.05.5091,BA,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,17251.57,9318.69,0,1,0,1,1,1
1369979-79.2025.8.02.8385,AL,Não reconhece operação,Genérico,Êxito,Improcedência,21837.98,0.0,0,1,1,0,1,0
7309241-74.2025.8.21.2602,RS,Não reconhece operação,Golpe,Êxito,Improcedência,18068.64,0.0,1,1,1,0,1,1
4412774-68.2025.8.18.6510,PI,Não reconhece operação,Golpe,Êxito,Extinção,24047.14,0.0,1,1,0,0,1,1
3518169-63.2025.8.27.1071,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17707.0,9680.54,0,0,1,1,1,0
6463886-54.2025.8.23.2296,RR,Não reconhece operação,Genérico,Não Êxito,Procedência,17530.28,4622.63,0,0,1,0,1,1
9095833-24.2025.8.27.2518,TO,Não reconhece operação,Golpe,Êxito,Improcedência,18315.37,0.0,1,1,1,1,1,1
6903573-91.2025.8.07.9098,DF,Não reconhece operação,Golpe,Êxito,Improcedência,22284.4,0.0,1,1,1,1,1,1
3299868-50.2025.8.08.7752,ES,Não reconhece operação,Golpe,Êxito,Improcedência,21054.75,0.0,0,1,1,0,1,1
3433966-21.2025.8.21.0070,RS,Não reconhece operação,Genérico,Êxito,Improcedência,9658.87,0.0,0,1,1,0,0,1
7784984-29.2025.8.07.6365,DF,Não reconhece operação,Golpe,Êxito,Improcedência,18910.52,0.0,1,1,1,1,1,1
6996354-63.2025.8.02.2308,AL,Não reconhece operação,Golpe,Êxito,Improcedência,16284.25,0.0,1,1,0,0,1,0
1055397-13.2025.8.19.5393,RJ,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,14030.1,8711.18,1,0,1,1,1,1
8311658-89.2025.8.23.8388,RR,Não reconhece operação,Golpe,Êxito,Improcedência,6282.72,0.0,0,1,1,1,0,0
5763594-56.2025.8.27.5749,TO,Não reconhece operação,Genérico,Êxito,Improcedência,7424.88,0.0,1,1,0,1,0,1
3813102-14.2025.8.26.3555,SP,Não reconhece operação,Golpe,Êxito,Extinção,13193.81,0.0,1,0,1,1,1,1
9357474-11.2025.8.03.6366,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,7795.68,6682.29,1,1,0,0,1,0
9167082-35.2025.8.22.2499,RO,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,13295.43,8420.83,0,1,1,1,1,1
5565394-23.2025.8.21.4071,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18487.35,13876.61,0,1,0,1,0,1
6296295-69.2025.8.19.7695,RJ,Não reconhece operação,Golpe,Não Êxito,Procedência,12131.54,9571.31,0,0,0,0,1,0
2835510-43.2025.8.21.3887,RS,Não reconhece operação,Golpe,Êxito,Improcedência,15391.73,0.0,1,1,1,0,0,1
9758572-92.2025.8.21.6087,RS,Não reconhece operação,Golpe,Êxito,Extinção,9732.11,0.0,0,1,0,0,1,1
4457076-28.2025.8.11.6535,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16448.2,8169.35,0,1,0,0,1,0
9867327-90.2025.8.02.1125,AL,Não reconhece operação,Golpe,Êxito,Improcedência,17475.53,0.0,1,1,0,0,1,1
1366811-71.2025.8.11.3201,MT,Não reconhece operação,Golpe,Êxito,Improcedência,8000.09,0.0,1,1,1,1,1,1
2060396-84.2025.8.06.5021,CE,Não reconhece operação,Golpe,Não Êxito,Procedência,11292.81,10544.55,0,1,1,1,1,1
1834891-93.2025.8.03.4356,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8764.4,4293.92,1,1,1,0,1,1
4772349-98.2025.8.03.4508,AP,Não reconhece operação,Golpe,Êxito,Extinção,17480.83,0.0,1,1,0,1,1,1
1395395-86.2025.8.19.2439,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15786.95,9670.87,1,1,1,1,1,1
4719086-92.2025.8.14.3569,PA,Não reconhece operação,Golpe,Êxito,Improcedência,14738.27,0.0,1,1,1,1,1,1
4342112-32.2025.8.15.2802,PB,Não reconhece operação,Genérico,Êxito,Improcedência,14352.74,0.0,1,1,0,1,0,0
5747509-92.2025.8.22.6173,RO,Não reconhece operação,Golpe,Não Êxito,Procedência,16566.29,10110.23,0,0,1,1,0,1
4722144-17.2025.8.15.6642,PB,Não reconhece operação,Golpe,Êxito,Improcedência,16664.51,0.0,1,1,1,0,1,1
1428870-69.2025.8.16.8602,PR,Não reconhece operação,Genérico,Êxito,Improcedência,12550.48,0.0,0,1,1,1,1,1
1076319-57.2025.8.04.7636,AM,Não reconhece operação,Genérico,Êxito,Improcedência,11863.42,0.0,1,1,0,1,0,1
6350915-20.2025.8.21.6439,RS,Não reconhece operação,Golpe,Êxito,Extinção,14692.71,0.0,1,1,1,1,1,1
9344671-84.2025.8.11.0526,MT,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14051.19,4275.76,0,1,1,0,0,1
3520933-18.2025.8.05.1012,BA,Não reconhece operação,Golpe,Êxito,Improcedência,25093.62,0.0,1,1,1,1,0,0
5481081-66.2025.8.23.7139,RR,Não reconhece operação,Golpe,Êxito,Improcedência,13098.48,0.0,1,1,1,1,1,1
5859131-32.2025.8.20.4676,RN,Não reconhece operação,Genérico,Não Êxito,Procedência,16403.53,13118.14,0,1,1,1,1,0
6986933-36.2025.8.02.7478,AL,Não reconhece operação,Genérico,Êxito,Improcedência,17268.42,0.0,1,0,1,1,1,0
7025192-81.2025.8.06.5406,CE,Não reconhece operação,Golpe,Êxito,Improcedência,21854.34,0.0,1,1,0,1,1,1
9575291-81.2025.8.01.0588,AC,Não reconhece operação,Genérico,Êxito,Extinção,11001.84,0.0,1,1,1,1,1,1
2986153-51.2025.8.08.0318,ES,Não reconhece operação,Golpe,Êxito,Improcedência,21555.63,0.0,0,1,1,1,0,1
7808965-21.2025.8.04.9102,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14258.95,10252.14,1,1,1,1,1,1
1766836-79.2025.8.20.3435,RN,Não reconhece operação,Genérico,Êxito,Improcedência,27255.88,0.0,1,1,1,1,1,0
9942619-43.2025.8.15.8472,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16761.42,11007.98,0,1,0,1,1,1
4868511-98.2025.8.27.3367,TO,Não reconhece operação,Golpe,Êxito,Improcedência,8952.04,0.0,1,1,1,0,1,1
6802427-52.2025.8.22.0553,RO,Não reconhece operação,Golpe,Êxito,Extinção,14014.77,0.0,1,1,0,0,1,0
1665586-80.2025.8.18.6947,PI,Não reconhece operação,Genérico,Êxito,Extinção,21539.05,0.0,1,1,0,1,0,0
1810245-58.2025.8.14.4863,PA,Não reconhece operação,Golpe,Êxito,Extinção,15382.3,0.0,1,1,0,1,1,1
1663509-22.2025.8.02.6661,AL,Não reconhece operação,Golpe,Êxito,Improcedência,14689.62,0.0,1,1,0,1,0,0
6009962-44.2025.8.02.2173,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18510.19,12354.51,1,0,1,1,0,1
6350887-63.2025.8.18.3762,PI,Não reconhece operação,Golpe,Êxito,Improcedência,13289.35,0.0,1,1,0,0,1,1
4287362-70.2025.8.01.7070,AC,Não reconhece operação,Golpe,Êxito,Extinção,13948.16,0.0,1,1,0,1,0,1
4828210-47.2025.8.02.1372,AL,Não reconhece operação,Genérico,Êxito,Improcedência,10346.83,0.0,1,1,1,1,1,1
8705085-10.2025.8.06.6706,CE,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,23465.23,5290.67,1,1,1,0,1,1
5762560-45.2025.8.24.8096,SC,Não reconhece operação,Genérico,Não Êxito,Procedência,8983.04,6104.33,1,0,1,0,1,1
4602922-30.2025.8.11.3985,MT,Não reconhece operação,Genérico,Êxito,Extinção,15813.74,0.0,1,0,0,0,1,1
6952465-11.2025.8.20.1643,RN,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17336.91,9646.25,0,0,1,0,1,0
2954888-87.2025.8.12.1787,MS,Não reconhece operação,Golpe,Êxito,Extinção,14915.21,0.0,1,1,0,1,1,1
1213810-97.2025.8.05.4220,BA,Não reconhece operação,Golpe,Êxito,Improcedência,8829.69,0.0,1,1,1,1,1,1
3046789-56.2025.8.13.4256,MG,Não reconhece operação,Golpe,Êxito,Improcedência,10081.42,0.0,1,0,1,1,0,1
6481232-95.2025.8.04.1071,AM,Não reconhece operação,Genérico,Êxito,Extinção,17546.1,0.0,0,1,1,1,1,1
